time_stamp,tag_name,gc_decision,gc_offset_x,gc_offset_y,gc_offset_z,gc_outer_radius,gc_depth,gc_bevel_radius,gc_bevel_angle,gc_xangle,gc_yangle,gc_cb_depth,gc_axis_tilt,gc_axis_orient,gh_decision,gh_offset_x,gh_offset_y,gh_offset_z,gh_radius,gp_xangle,gp_yangle,gp_z_offset,gp_std_dev
2022-11-11T11:38:45.257000,126_adjust_1-2,0,0.0008,0.0000,-0.0006,0.2606,0.1214,0.0296,99.12,0.00,0.00,0.0000,1.80,39.53,0,-0.0010,-0.0033,-0.0081,0.1355,-0.01,-0.00,-0.0094,0.0187
2022-11-11T11:38:49.472000,126_adjust_1,0,-0.0001,-0.0001,0.0001,0.2605,0.1217,0.0301,98.97,-0.00,0.00,0.0000,1.74,41.44,0,-0.0017,-0.0034,-0.0074,0.1354,-0.01,0.00,-0.0087,0.0187
2022-11-11T11:38:55.207000,127_initial,0,0.0578,0.1260,-0.0233,0.2625,0.1223,0.0301,99.46,0.09,-0.08,0.0000,1.69,81.71,0,0.0582,0.1170,-0.0320,0.1338,-0.26,-0.24,-0.0329,0.0199
2022-11-11T11:39:00.556000,127_adjust_3-1,0,-0.0009,-0.0011,0.0011,0.2622,0.1220,0.0297,99.50,-0.00,0.01,0.0000,1.26,70.98,0,-0.0006,-0.0072,-0.0074,0.1330,-0.00,0.01,-0.0088,0.0200
2022-11-11T11:39:05.892000,127_adjust_1-2,0,-0.0005,-0.0002,0.0004,0.2624,0.1217,0.0289,99.74,0.00,-0.00,0.0000,1.29,70.92,0,-0.0003,-0.0069,-0.0081,0.1326,-0.00,-0.00,-0.0095,0.0198
2022-11-11T11:39:10.080000,127_adjust_1,0,0.0002,0.0002,-0.0001,0.2625,0.1216,0.0287,99.80,-0.00,-0.00,0.0000,1.30,69.52,0,0.0002,-0.0061,-0.0086,0.1326,-0.01,-0.01,-0.0100,0.0196
2022-11-11T11:39:16.673000,128_initial,0,0.0696,-0.0309,-0.0109,0.1935,0.0634,-0.0406,99.87,-0.23,0.14,0.0000,6.30,92.02,0,0.0683,-0.0409,-0.0153,0.1209,-0.20,0.09,-0.0163,0.0090
2022-11-11T11:39:22.112000,128_adjust_3-1,0,-0.0004,0.0006,0.0006,0.1936,0.0634,-0.0409,99.96,0.01,0.01,0.0000,6.42,89.68,0,-0.0026,-0.0106,-0.0039,0.1219,0.01,0.01,-0.0045,0.0089
2022-11-11T11:39:27.546000,128_adjust_1-2,0,0.0001,-0.0000,-0.0001,0.1935,0.0634,-0.0408,99.94,0.00,-0.00,0.0000,6.32,91.29,0,-0.0021,-0.0107,-0.0046,0.1213,0.00,-0.00,-0.0053,0.0090
2022-11-11T11:39:31.683000,128_adjust_1,0,0.0000,-0.0003,0.0001,0.1935,0.0634,-0.0405,99.84,-0.01,-0.00,0.0000,6.17,90.64,0,-0.0015,-0.0112,-0.0044,0.1217,-0.01,-0.01,-0.0050,0.0091
2022-11-11T11:39:37.337000,129_initial,0,0.0631,0.0176,-0.0108,0.1935,0.0632,-0.0412,100.02,-0.22,0.11,0.0000,7.29,106.97,0,0.0617,0.0059,-0.0152,0.1219,-0.23,0.06,-0.0161,0.0133
2022-11-11T11:39:42.716000,129_adjust_3-1,0,0.0006,0.0004,-0.0008,0.1933,0.0633,-0.0403,99.76,0.01,0.01,0.0000,6.77,104.81,0,-0.0006,-0.0106,-0.0051,0.1224,0.00,0.00,-0.0061,0.0139
2022-11-11T11:39:48.096000,129_adjust_1-2,0,-0.0008,0.0001,0.0000,0.1935,0.0633,-0.0409,99.96,-0.00,-0.00,0.0000,7.24,110.05,0,-0.0014,-0.0105,-0.0043,0.1226,-0.01,-0.01,-0.0053,0.0141
2022-11-11T11:39:52.183000,129_adjust_1,0,0.0004,0.0002,0.0000,0.1937,0.0632,-0.0417,100.18,-0.00,-0.00,0.0000,7.19,106.58,0,0.0000,-0.0105,-0.0043,0.1222,-0.01,-0.01,-0.0053,0.0134
2022-11-11T11:39:57.839000,130_initial,0,0.0624,0.0660,-0.0192,0.2629,0.1203,0.0259,100.58,-0.11,0.11,0.0000,1.45,105.46,0,0.0657,0.0617,-0.0270,0.1346,-0.29,-0.06,-0.0282,0.0196
2022-11-11T11:40:03.187000,130_adjust_3-1,0,-0.0007,-0.0027,0.0021,0.2626,0.1206,0.0267,100.30,0.03,0.01,0.0000,1.07,103.63,0,0.0025,-0.0050,-0.0055,0.1341,0.03,0.01,-0.0070,0.0194
2022-11-11T11:40:08.363000,130_adjust_1-2,0,0.0002,-0.0002,0.0000,0.2626,0.1205,0.0266,100.33,-0.00,0.00,0.0000,1.11,111.06,0,0.0036,-0.0024,-0.0077,0.1344,-0.01,0.00,-0.0092,0.0194
2022-11-11T11:40:12.703000,130_adjust_1,0,0.0000,-0.0001,-0.0001,0.2626,0.1205,0.0266,100.34,-0.00,0.00,0.0000,1.04,111.38,0,0.0028,-0.0021,-0.0078,0.1346,-0.00,0.00,-0.0093,0.0194
2022-11-11T11:40:18.536000,131_initial,0,0.0604,0.1220,-0.0182,0.2633,0.1215,0.0282,100.13,0.08,0.08,0.0000,1.96,107.63,0,0.0646,0.1130,-0.0271,0.1335,-0.29,-0.09,-0.0282,0.0228
2022-11-11T11:40:23.767000,131_adjust_3-1,0,-0.0028,-0.0024,0.0027,0.2630,0.1215,0.0282,100.04,-0.01,0.01,0.0000,1.29,110.26,0,0.0008,-0.0080,-0.0060,0.1331,-0.02,0.01,-0.0076,0.0237
2022-11-11T11:40:29.247000,131_adjust_1-2,0,-0.0001,0.0006,-0.0003,0.2630,0.1217,0.0287,99.92,-0.01,-0.00,0.0000,1.33,114.86,0,0.0039,-0.0060,-0.0089,0.1331,-0.03,-0.01,-0.0106,0.0244
2022-11-11T11:40:33.249000,131_adjust_1,0,-0.0001,0.0000,0.0000,0.2629,0.1217,0.0286,99.92,-0.01,-0.00,0.0000,1.33,113.58,0,0.0040,-0.0059,-0.0087,0.1333,-0.02,-0.01,-0.0103,0.0239
2022-11-11T11:40:39.799000,132_initial,0,0.0746,-0.0360,-0.0010,0.1935,0.0634,-0.0407,99.92,-0.21,0.06,0.0000,5.49,86.58,0,0.0744,-0.0432,-0.0057,0.1191,-0.18,0.00,-0.0066,0.0098
2022-11-11T11:40:44.947000,132_adjust_3-1,0,-0.0005,0.0010,0.0000,0.1938,0.0632,-0.0418,100.24,-0.01,0.01,0.0000,5.51,85.79,0,-0.0019,-0.0077,-0.0045,0.1203,-0.01,0.00,-0.0052,0.0093
2022-11-11T11:40:50.253000,132_adjust_1-2,0,0.0003,0.0005,-0.0004,0.1938,0.0633,-0.0413,100.12,0.00,0.00,0.0000,5.71,86.12,0,-0.0004,-0.0079,-0.0050,0.1197,0.00,-0.00,-0.0057,0.0093
2022-11-11T11:40:54.475000,132_adjust_1,0,-0.0002,0.0002,0.0000,0.1937,0.0634,-0.0410,100.03,0.00,0.00,0.0000,5.84,86.22,0,-0.0013,-0.0088,-0.0046,0.1200,0.00,-0.00,-0.0053,0.0093
2022-11-11T11:40:59.982000,133_initial,0,0.0697,0.0157,-0.0078,0.1938,0.0635,-0.0409,100.03,-0.18,0.07,0.0000,5.79,95.42,0,0.0717,0.0074,-0.0121,0.1184,-0.19,0.03,-0.0128,0.0105
2022-11-11T11:41:05.440000,133_adjust_3-1,0,0.0002,-0.0006,0.0006,0.1940,0.0634,-0.0418,100.29,0.00,0.00,0.0000,5.76,91.78,0,0.0011,-0.0092,-0.0038,0.1192,0.00,0.00,-0.0045,0.0104
2022-11-11T11:41:10.789000,133_adjust_1-2,0,0.0004,0.0002,-0.0003,0.1941,0.0631,-0.0429,100.58,-0.00,0.00,0.0000,5.75,89.86,0,0.0020,-0.0078,-0.0047,0.1193,-0.00,0.00,-0.0054,0.0109
2022-11-11T11:41:14.923000,133_adjust_1,0,0.0000,0.0002,-0.0001,0.1941,0.0631,-0.0427,100.51,-0.00,0.00,0.0000,5.78,91.50,0,0.0015,-0.0080,-0.0045,0.1194,-0.00,0.00,-0.0051,0.0095
2022-11-11T11:41:20.829000,134_initial,0,0.0694,0.0589,-0.0095,0.2607,0.1226,0.0318,98.62,-0.11,0.06,0.0000,1.66,19.57,0,0.0668,0.0599,-0.0173,0.1367,-0.29,-0.14,-0.0189,0.0257
2022-11-11T11:41:26.246000,134_adjust_3-1,0,-0.0001,-0.0004,0.0001,0.2604,0.1227,0.0322,98.44,0.03,0.01,0.0000,1.32,9.67,0,-0.0027,0.0029,-0.0074,0.1367,0.02,0.00,-0.0093,0.0247
2022-11-11T11:41:31.586000,134_adjust_1-2,0,0.0001,0.0000,-0.0002,0.2606,0.1226,0.0319,98.57,-0.00,0.00,0.0000,1.40,11.99,0,-0.0028,0.0032,-0.0078,0.1367,-0.01,0.00,-0.0096,0.0233
2022-11-11T11:41:35.557000,134_adjust_1,0,0.0001,0.0002,-0.0001,0.2604,0.1228,0.0322,98.43,-0.00,0.00,0.0000,1.40,9.73,0,-0.0026,0.0033,-0.0077,0.1368,-0.01,-0.00,-0.0096,0.0245
2022-11-11T11:41:41.234000,135_initial,0,0.0648,0.1172,-0.0097,0.2626,0.1223,0.0301,99.51,0.07,0.07,0.0000,1.83,84.06,0,0.0652,0.1075,-0.0186,0.1326,-0.26,-0.11,-0.0196,0.0199
2022-11-11T11:41:46.766000,135_adjust_3-1,0,-0.0001,-0.0023,0.0012,0.2626,0.1222,0.0298,99.55,-0.01,0.02,0.0000,1.20,70.35,0,0.0000,-0.0085,-0.0074,0.1320,-0.01,0.02,-0.0089,0.0193
2022-11-11T11:41:52.118000,135_adjust_1-2,0,-0.0006,-0.0001,0.0000,0.2624,0.1222,0.0300,99.47,-0.01,-0.00,0.0000,1.11,79.06,0,-0.0004,-0.0067,-0.0086,0.1324,-0.01,-0.00,-0.0100,0.0193
2022-11-11T11:41:56.306000,135_adjust_1,0,0.0000,0.0001,0.0002,0.2625,0.1221,0.0298,99.53,-0.00,0.00,0.0000,1.27,73.78,0,0.0002,-0.0072,-0.0084,0.1325,-0.01,0.00,-0.0098,0.0191
2022-11-11T11:42:04.309000,200_initial,0,0.0555,0.1519,-0.0265,0.3122,0.1721,0.0903,96.85,-0.22,-0.08,0.0000,1.56,98.00,0,0.0577,0.1449,-0.0393,0.1604,-1.01,-0.35,-0.0393,0.0306
2022-11-11T11:42:09.628000,200_adjust_3-1,0,-0.0001,-0.0047,0.0017,0.3115,0.1718,0.0899,96.78,0.03,0.01,0.0000,0.36,136.13,0,0.0028,-0.0055,-0.0098,0.1602,0.05,0.02,-0.0120,0.0284
2022-11-11T11:42:15.031000,200_adjust_1-2,0,0.0001,0.0002,-0.0003,0.3118,0.1715,0.0895,96.95,0.01,0.00,0.0000,0.44,126.94,0,0.0030,0.0001,-0.0118,0.1601,0.01,0.01,-0.0140,0.0285
2022-11-11T11:42:19.102000,200_adjust_1,0,-0.0000,0.0002,0.0002,0.3117,0.1716,0.0896,96.89,0.01,0.00,0.0000,0.50,120.92,0,0.0026,-0.0031,-0.0113,0.1598,0.01,0.01,-0.0135,0.0285
2022-11-11T11:42:25.418000,201_initial,0,0.0625,0.0445,-0.0038,0.3099,0.1736,0.0924,95.69,-0.37,-0.11,0.0000,1.43,-97.26,0,0.0580,0.0670,-0.0150,0.1562,-0.58,-0.43,-0.0170,0.0407
2022-11-11T11:42:30.939000,201_adjust_3-1,0,0.0007,-0.0006,-0.0016,0.3096,0.1739,0.0928,95.51,0.01,0.03,0.0000,1.41,-103.65,0,-0.0002,0.0130,-0.0122,0.1584,0.02,0.00,-0.0151,0.0364
2022-11-11T11:42:36.137000,201_adjust_1-2,0,-0.0002,-0.0003,-0.0003,0.3093,0.1744,0.0935,95.25,0.00,0.00,0.0000,1.40,-105.73,0,-0.0065,0.0173,-0.0110,0.1561,0.00,-0.02,-0.0138,0.0364
2022-11-11T11:42:40.094000,201_adjust_1,0,-0.0001,-0.0001,0.0004,0.3096,0.1738,0.0928,95.53,0.00,-0.00,0.0000,1.42,-106.58,0,-0.0064,0.0178,-0.0102,0.1559,0.01,-0.03,-0.0130,0.0366
2022-11-11T11:42:46.629000,202_initial,0,0.0574,0.1473,-0.0176,0.3122,0.1724,0.0906,96.77,-0.26,-0.02,0.0000,1.53,133.35,0,0.0589,0.1417,-0.0304,0.1607,-0.99,-0.30,-0.0300,0.0281
2022-11-11T11:42:51.924000,202_adjust_3-1,0,-0.0010,-0.0048,0.0038,0.3118,0.1724,0.0906,96.65,0.02,0.02,0.0000,0.74,164.58,0,0.0024,-0.0066,-0.0077,0.1605,0.04,0.02,-0.0096,0.0269
2022-11-11T11:42:57.278000,202_adjust_1-2,0,-0.0002,0.0005,-0.0003,0.3123,0.1715,0.0894,97.10,0.00,-0.00,0.0000,0.99,150.01,0,0.0026,0.0007,-0.0118,0.1605,-0.00,-0.00,-0.0137,0.0275
2022-11-11T11:43:01.462000,202_adjust_1,0,-0.0002,-0.0002,0.0002,0.3120,0.1718,0.0898,96.92,0.00,-0.00,0.0000,0.92,151.92,0,0.0026,0.0009,-0.0114,0.1607,0.00,-0.00,-0.0133,0.0278
2022-11-11T11:43:07.824000,203_initial,0,0.0712,0.0424,0.0037,0.3113,0.1724,0.0907,96.52,-0.37,-0.05,0.0000,0.86,-126.63,0,0.0731,0.0459,-0.0082,0.1599,-0.63,-0.41,-0.0104,0.0402
2022-11-11T11:43:13.232000,203_adjust_3-1,0,0.0006,0.0007,-0.0002,0.3118,0.1715,0.0894,96.96,0.02,0.03,0.0000,0.72,-117.42,0,0.0027,0.0017,-0.0116,0.1603,-0.02,0.04,-0.0142,0.0351
2022-11-11T11:43:18.681000,203_adjust_1-2,0,-0.0004,-0.0008,0.0002,0.3116,0.1719,0.0899,96.79,0.01,0.00,0.0000,0.84,-109.75,0,0.0026,-0.0030,-0.0114,0.1589,-0.04,0.01,-0.0138,0.0341
2022-11-11T11:43:22.748000,203_adjust_1,0,0.0005,0.0007,-0.0005,0.3118,0.1715,0.0895,96.95,-0.03,-0.01,0.0000,0.74,-113.60,0,0.0022,0.0016,-0.0117,0.1602,-0.08,0.00,-0.0144,0.0343
2022-11-11T11:43:29.095000,204_initial,0,0.0673,0.1442,-0.0059,0.3118,0.1709,0.0887,97.17,-0.28,-0.07,0.0000,1.27,95.67,0,0.0683,0.1360,-0.0184,0.1612,-0.97,-0.37,-0.0181,0.0287
2022-11-11T11:43:34.553000,204_adjust_3-1,0,-0.0025,-0.0048,-0.0001,0.3112,0.1709,0.0887,96.99,0.04,0.02,0.0000,0.68,136.69,0,0.0017,-0.0063,-0.0113,0.1611,0.06,0.04,-0.0134,0.0291
2022-11-11T11:43:39.888000,204_adjust_1-2,0,0.0011,0.0004,-0.0002,0.3110,0.1715,0.0896,96.72,-0.01,-0.00,0.0000,0.56,107.81,0,0.0031,0.0013,-0.0115,0.1611,-0.01,0.01,-0.0138,0.0314
2022-11-11T11:44:47.835000,204_adjust_1,0,0.0003,-0.0001,-0.0007,0.3111,0.1709,0.0888,96.97,-0.00,0.00,0.0000,0.34,108.31,0,0.0029,0.0007,-0.0121,0.1610,-0.01,0.02,-0.0142,0.0298
2022-11-11T11:44:54.274000,205_initial,0,0.0774,0.0422,0.0107,0.3111,0.1705,0.0883,97.08,-0.34,-0.07,0.0000,0.34,-161.05,0,0.0762,0.0486,-0.0011,0.1598,-0.51,-0.41,-0.0022,0.0313
2022-11-11T11:44:59.527000,205_adjust_3-1,0,-0.0001,0.0014,-0.0036,0.3107,0.1705,0.0883,96.98,0.02,0.03,0.0000,0.57,-163.53,0,-0.0009,0.0094,-0.0148,0.1593,0.03,0.03,-0.0164,0.0254
2022-11-11T11:45:04.699000,205_adjust_1-2,0,0.0000,-0.0001,-0.0002,0.3109,0.1709,0.0888,96.90,0.02,0.00,0.0000,0.50,-164.07,0,-0.0001,0.0003,-0.0115,0.1593,0.04,0.00,-0.0131,0.0254
2022-11-11T11:45:08.893000,205_adjust_1,0,0.0001,-0.0000,0.0001,0.3110,0.1707,0.0886,96.99,0.02,0.01,0.0000,0.51,-161.50,0,-0.0002,0.0009,-0.0111,0.1597,0.04,0.01,-0.0129,0.0255
2022-11-11T11:45:15.223000,206_initial,0,0.0731,0.1406,0.0052,0.3109,0.1713,0.0894,96.72,-0.28,0.11,0.0000,1.67,96.95,0,0.0731,0.1363,-0.0074,0.1606,-0.96,-0.25,-0.0074,0.0297
2022-11-11T11:45:20.787000,206_adjust_3-1,0,0.0016,-0.0021,-0.0030,0.3108,0.1706,0.0885,96.96,0.03,0.03,0.0000,0.87,96.55,0,0.0013,-0.0050,-0.0143,0.1610,0.06,0.02,-0.0165,0.0303
2022-11-11T11:45:26.134000,206_adjust_1-2,0,-0.0002,0.0002,-0.0001,0.3107,0.1707,0.0885,96.93,0.00,0.00,0.0000,0.86,100.11,0,0.0005,-0.0041,-0.0114,0.1606,0.01,-0.00,-0.0136,0.0305
2022-11-11T11:45:30.239000,206_adjust_1,0,-0.0003,-0.0002,0.0000,0.3109,0.1704,0.0881,97.08,0.00,0.00,0.0000,0.86,106.71,0,0.0011,0.0017,-0.0113,0.1601,0.02,-0.01,-0.0135,0.0306
2022-11-11T11:45:36.532000,207_initial,0,0.0854,0.0419,0.0191,0.3098,0.1717,0.0900,96.34,-0.31,0.11,0.0000,0.69,-53.53,0,0.0841,0.0431,0.0073,0.1608,-0.50,-0.27,0.0061,0.0254
2022-11-11T11:45:42.130000,207_adjust_3-1,0,-0.0002,0.0009,0.0020,0.3095,0.1723,0.0908,96.02,0.01,0.04,0.0000,0.66,-55.05,0,-0.0018,0.0028,-0.0091,0.1607,0.01,0.03,-0.0109,0.0255
2022-11-11T11:45:47.603000,207_adjust_1-2,0,-0.0000,-0.0006,0.0002,0.3094,0.1726,0.0912,95.89,0.00,0.00,0.0000,0.72,-56.23,0,-0.0024,0.0023,-0.0109,0.1609,0.01,-0.01,-0.0127,0.0256
2022-11-11T11:45:51.703000,207_adjust_1,0,0.0002,0.0006,-0.0000,0.3098,0.1719,0.0902,96.26,0.00,0.00,0.0000,0.64,-58.12,0,-0.0020,0.0023,-0.0112,0.1606,0.00,-0.01,-0.0130,0.0254
2022-11-11T11:45:59.438000,300_initial,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0727,-0.0222,0.0149,0.1222,-0.73,-0.03,0.0147,0.0060
2022-11-11T11:46:04.788000,300_adjust_3-1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0006,-0.0009,0.0004,0.1226,-0.00,-0.01,0.0004,0.0072
2022-11-11T11:46:10.209000,300_adjust_1-2,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0004,0.0001,0.0003,0.1224,0.00,-0.00,0.0003,0.0059
2022-11-11T11:46:14.224000,300_adjust_1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0001,0.0001,0.0000,0.1224,-0.00,-0.00,0.0000,0.0054
2022-11-11T11:46:19.987000,301_initial,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0744,-0.0207,0.0182,0.1234,-0.67,-0.14,0.0178,0.0075
2022-11-11T11:46:25.428000,301_adjust_3-1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0013,-0.0015,-0.0004,0.1233,-0.02,0.02,-0.0006,0.0081
2022-11-11T11:46:31.053000,301_adjust_1-2,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0002,-0.0002,-0.0004,0.1232,0.01,0.00,-0.0006,0.0093
2022-11-11T11:46:35.176000,301_adjust_1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0001,0.0000,-0.0001,0.1231,0.01,0.00,-0.0004,0.0093
2022-11-11T11:46:40.883000,302_initial,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0724,-0.0194,0.0176,0.1231,-0.64,-0.10,0.0174,0.0056
2022-11-11T11:46:46.430000,302_adjust_3-1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0013,-0.0009,-0.0002,0.1233,-0.00,-0.00,-0.0003,0.0081
2022-11-11T11:46:51.792000,302_adjust_1-2,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0004,-0.0002,-0.0002,0.1231,0.00,0.00,-0.0002,0.0083
2022-11-11T11:46:55.809000,302_adjust_1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0001,0.0002,-0.0002,0.1230,0.01,-0.00,-0.0003,0.0109
2022-11-11T11:47:01.667000,303_initial,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0788,-0.0209,0.0205,0.1254,-0.61,-0.07,0.0203,0.0093
2022-11-11T11:47:07.147000,303_adjust_3-1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0005,-0.0004,0.0013,0.1253,-0.01,0.01,0.0011,0.0091
2022-11-11T11:47:12.783000,303_adjust_1-2,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0002,0.0002,0.0001,0.1254,0.01,0.01,-0.0002,0.0101
2022-11-11T11:47:16.989000,303_adjust_1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0002,-0.0001,-0.0005,0.1254,0.01,0.01,-0.0007,0.0098
2022-11-11T11:47:22.828000,304_initial,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0783,-0.0221,0.0261,0.1232,-0.57,-0.00,0.0259,0.0047
2022-11-11T11:47:28.396000,304_adjust_3-1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0004,0.0005,-0.0012,0.1239,-0.00,0.00,-0.0012,0.0055
2022-11-11T11:47:33.843000,304_adjust_1-2,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0003,0.0007,-0.0005,0.1233,0.01,0.00,-0.0005,0.0058
2022-11-11T11:47:37.933000,304_adjust_1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0000,0.0000,0.0003,0.1233,0.01,0.00,0.0003,0.0054
2022-11-11T11:47:43.744000,305_initial,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0794,-0.0192,0.0300,0.1251,-0.55,-0.07,0.0300,0.0100
2022-11-11T11:47:49.072000,305_adjust_3-1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0009,0.0004,-0.0015,0.1254,0.01,0.01,-0.0015,0.0085
2022-11-11T11:47:54.490000,305_adjust_1-2,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0001,0.0003,-0.0006,0.1253,0.00,-0.00,-0.0006,0.0097
2022-11-11T11:47:58.740000,305_adjust_1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0005,-0.0001,0.0004,0.1253,0.00,0.00,0.0004,0.0099
2022-11-11T11:48:04.558000,306_initial,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0830,-0.0200,0.0309,0.1245,-0.49,-0.04,0.0307,0.0068
2022-11-11T11:48:09.976000,306_adjust_3-1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0004,-0.0009,0.0001,0.1249,-0.01,0.02,0.0000,0.0070
2022-11-11T11:48:15.622000,306_adjust_1-2,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0001,-0.0008,0.0002,0.1248,-0.00,-0.00,0.0001,0.0066
2022-11-11T11:48:19.950000,306_adjust_1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0003,-0.0001,-0.0013,0.1250,0.00,-0.00,-0.0013,0.0064
2022-11-11T11:48:25.646000,307_initial,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0874,-0.0222,0.0370,0.1231,-0.50,0.13,0.0365,0.0093
2022-11-11T11:48:31.268000,307_adjust_3-1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,-0.0000,0.0005,0.0008,0.1232,-0.01,0.03,0.0007,0.0091
2022-11-11T11:48:36.808000,307_adjust_1-2,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0000,-0.0004,0.0001,0.1233,-0.00,-0.00,0.0000,0.0091
2022-11-11T11:48:41.076000,307_adjust_1,2,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,INVALID,0,0.0002,0.0003,0.0002,0.1232,-0.00,-0.00,0.0001,0.0090
